,Unnamed: 0,id_reference,type_reference,designation,programme,code_filiere,coeff_avion,magasin,livrable,constituant,famille_code_filiere,norm_mat_inge,norm_mat_fab,indice_manufacturing,avion_impacte_pp,priorite_pp,indice_client_pp,classe_piece_ref_pp,procedes_speciaux_ind,cms_mat_pp,fournisseur_cmde,supplier_cmde,rang_appro,type_cycle,quantite_commande,cycle_negocie,quantite_receptionnee,etat_reference,etat_reference.1,supplier_achat,fournisseur_achat,indice_client.1,autonomie_matiere,autonomie_quincaillerie,quantite_FAI,type_cycle.1,cycle_fil_rouge_1ere_commande,cycle_fil_rouge_recommande,NRC_fil_rouge_total,RC_fil_rouge,cycle_standard_1ere_commande,cycle_standard_recommande,NRC_standard_total,RC_standard,devise,lag_time,date_besoin_client_new,date_transmission_proc_new,date_emission_commande_new,date_livraison_contractuelle_new,date_livraison_previsionnelle_S_new,date_reception_effective_new,date_livraison_contractuelle_initiale_new,date_affectation_new,total_cycle_duration_new,total_cycle_duration_predict
1186,1186,17557,0,33,2,2,1.0,4,False,False,4,47,47,14,2,3,1,2.0,1,50,13,13,1,1,3,30.0,3,4,4,3,3,2,2,1,5.0,2,60.0,70.0,0.113223783,0.039541414,120.0,140.0,0.095107978,0.024886552,2,-40,119,180,121,178,178,194,171,259,64.0,110.447736392
1140,1140,17434,0,716,2,2,1.0,4,False,False,4,47,47,13,5,1,1,2.0,1,55,2,2,2,1,1,30.0,1,4,4,3,3,2,1,1,3.0,1,30.0,30.0,0.007891143,0.081317925,60.0,60.0,0.007891143,0.039032616,2,-42,111,169,114,163,159,174,156,124,53.0,85.0090735843
2110,2111,26775,0,341,2,10,1.0,5,True,True,1,21,21,32,8,2,7,2.0,0,0,3,3,1,1,5,80.0,5,4,4,7,7,5,2,1,5.0,1,28.0,0.0,0.075482522,0.003774126,56.0,0.0,0.075482522,0.003396713,2,-160,191,310,217,362,410,432,310,259,321.0,333.599074022
1540,1541,19582,0,35,2,7,1.0,4,False,False,4,19,19,26,2,2,1,2.0,2,89,21,21,1,1,5,25.0,5,4,4,24,24,2,1,1,5.0,1,25.0,25.0,0.019664707,0.011507914,50.0,50.0,0.013109804,0.007672044,2,30,91,64,33,69,44,53,80,47,97.0,42.6596061994
543,543,15905,0,917,2,8,1.0,4,False,False,4,22,22,13,0,1,1,1.0,1,133,21,21,2,1,3,40.0,2,4,4,24,24,2,1,1,5.0,1,40.0,40.0,0.012143326,0.019107344,80.0,80.0,0.0080955,0.012738279,2,66,90,64,33,72,61,45,81,44,61.0,32.7117526703
473,473,15795,0,1273,2,9,1.0,4,False,False,3,30,30,38,2,1,1,2.0,2,17,2,2,1,1,2,35.0,2,4,4,3,3,2,1,1,2.0,1,30.0,30.0,0.02232773,0.024180677,60.0,60.0,0.02232773,0.019485662,2,-82,37,48,34,49,48,58,49,30,105.0,128.087718746
3072,3073,31158,0,724,2,10,2.0,9,True,False,1,21,21,3,8,1,2,2.0,45,103,3,3,1,1,10,82.0,7,4,4,4,4,2,2,1,10.0,2,58.0,25.0,0.63368305,0.004694491,116.0,50.0,0.285184751,0.002298104,1,-133,194,333,237,358,396,418,336,252,163.0,166.258108181
2395,2396,28097,0,53,2,1,43.0,1,True,False,1,21,21,32,8,3,4,2.0,180,102,3,3,1,2,12,47.0,12,4,4,4,4,5,2,1,215.0,2,37.0,25.0,0.018475073,0.000687292,74.0,50.0,0.011096774,0.000421203,1,-186,246,438,330,458,487,511,421,338,377.0,267.759353089
3716,3731,34785,0,179,2,15,1.0,5,True,False,4,19,19,3,8,1,2,2.0,141,95,5,5,2,2,4,50.0,4,4,4,6,6,2,2,1,1.0,2,50.0,55.0,0.032846974,0.002186583,100.0,110.0,0.00131982,0.00131982,2,-55,228,374,277,366,372,395,354,291,68.0,58.7194729417
827,827,16623,0,1089,2,1,6.0,5,False,False,1,22,22,9,2,1,1,3.0,1,122,1,1,2,1,27,19.0,9,4,4,2,2,2,1,1,36.0,1,19.0,19.0,0.023309003,0.000624542,38.0,38.0,0.015534303,0.00035205,2,-128,89,141,92,177,175,192,105,84,173.0,150.546145947
2057,2058,26177,0,247,2,15,1.0,3,True,False,4,22,22,3,2,1,2,2.0,0,120,6,6,1,1,2,12.0,2,4,4,7,7,2,2,1,2.0,1,12.0,0.0,0.004827862,0.003100292,24.0,0.0,0.004230041,0.000848833,2,1,168,252,171,255,261,283,219,182,26.0,49.7084588655
4215,4231,39560,0,1344,2,5,1.0,5,True,False,4,47,47,3,8,1,2,2.0,221,45,5,5,1,2,10,60.0,5,4,4,6,6,2,2,1,10.0,2,50.0,55.0,0.046388539,0.010275634,100.0,110.0,0.021050566,0.006424027,2,-134,300,451,341,482,532,567,436,347,140.0,162.889989986
870,870,16711,1,116,2,9,1.0,4,False,False,3,41,41,14,5,1,1,2.0,6,29,2,2,1,1,3,36.0,1,4,4,3,3,2,1,1,3.0,1,46.0,36.0,0.052837765,0.020221617,92.0,72.0,0.052837765,0.015526604,2,-42,97,122,80,143,139,145,123,91,108.0,105.160436959
3885,3900,35929,0,334,2,26,1.0,9,True,False,4,44,44,3,8,2,2,2.0,221,37,10,10,2,1,1,25.0,1,4,4,11,11,2,2,1,4.0,2,25.0,20.0,0.131749208,0.021215249,50.0,40.0,0.116628974,0.015155425,1,-41,283,397,295,381,422,444,374,308,119.0,94.0468475897
3246,3258,31734,0,1222,2,27,1.0,11,True,False,4,49,49,72,8,2,2,2.0,171,73,10,10,1,2,3,45.0,3,4,4,11,11,2,2,1,5.0,2,25.0,20.0,0.088020169,0.080248941,50.0,40.0,0.067707822,0.062591617,2,-140,210,343,249,334,419,441,312,259,185.0,234.251120138
2890,2891,30300,0,729,2,10,1.0,9,True,False,1,21,21,3,13,2,2,2.0,45,103,3,3,1,2,5,47.0,5,4,4,4,4,2,2,1,5.0,2,58.0,25.0,0.63368305,0.004708458,116.0,50.0,0.285184751,0.002309744,1,-133,194,322,223,343,396,418,287,238,177.0,193.616245997
226,226,15369,0,1102,2,15,8.0,4,False,False,4,19,19,44,2,1,1,2.0,1,83,21,21,1,1,40,20.0,40,4,4,24,24,2,1,1,40.0,1,20.0,20.0,0.019429201,0.005556419,40.0,40.0,0.0405427079029,0.00370438,2,-128,12,56,25,39,23,40,52,41,170.0,94.4937432332
2244,2245,27145,0,1332,2,9,3.0,1,True,False,3,34,34,3,8,3,2,2.0,164,21,5,5,2,2,15,65.0,15,4,4,3,3,2,2,1,15.0,2,55.0,60.0,0.031491308,0.000855339,110.0,120.0,0.020923755,0.000474145,2,70,259,270,185,309,324,347,246,196,190.0,201.768693925
923,923,16861,1,199,2,1,16.0,4,False,False,1,22,22,13,2,2,1,3.0,9,120,3,3,3,2,27,49.0,27,4,4,4,4,2,2,1,75.0,2,37.0,25.0,0.018475073,0.00102497,74.0,50.0,0.011096774,0.000542855,1,-1009,73,124,301,477,500,527,386,312,991.0,935.606284903
1446,1446,19325,1,545,2,15,1.0,3,False,False,4,19,19,1,11,2,1,2.0,1,87,2,2,1,2,1,54.0,1,4,4,3,3,2,1,1,1.0,2,44.0,44.0,0.050784641,0.011561794,88.0,88.0,0.050784641,0.006866796,2,-150,4,2,28,17,63,45,22,76,181.0,145.488927362
311,311,15578,0,981,2,5,1.0,4,False,False,4,19,19,60,2,1,1,2.0,1,93,2,2,3,1,1,35.0,1,4,4,3,3,2,1,1,5.0,1,35.0,35.0,0.056626988,0.008439248,70.0,70.0,0.056626988,0.003744235,2,-181,28,8,17,4,92,99,16,9,257.0,241.81383995
904,904,16781,1,285,2,1,2.0,4,False,False,1,22,22,13,2,2,1,3.0,1,120,3,3,1,2,12,49.0,12,4,4,4,4,2,2,1,15.0,2,37.0,25.0,0.018475073,0.00102497,74.0,50.0,0.011096774,0.000542855,1,-1065,64,127,357,493,521,560,420,337,1040.0,982.470901936
1658,1659,19862,0,1089,2,1,16.0,5,False,False,1,22,22,13,12,1,1,3.0,7,122,1,1,2,1,39,19.0,18,4,4,2,2,2,1,1,48.0,1,19.0,19.0,0.023309003,0.000713763,38.0,38.0,0.015534303,0.000400057,2,-27,98,141,92,112,127,139,116,97,70.0,68.674040418
1066,1066,17268,0,1359,2,1,4.0,4,False,False,1,19,19,14,2,1,1,2.0,25,76,3,3,1,2,40,49.0,10,4,4,4,4,2,2,1,40.0,2,37.0,25.0,0.018475073,0.000687292,74.0,50.0,0.011096774,0.000421203,1,-1002,78,177,337,470,500,529,428,344,941.0,903.111402263
2812,2813,30045,1,1187,2,3,1.0,5,True,False,4,47,47,3,8,2,4,2.0,113,54,5,5,3,2,1,80.0,1,4,4,3,3,2,2,1,5.0,2,60.0,70.0,0.217175708,0.090367237,120.0,140.0,0.176037734,0.059447502,2,-258,187,366,226,339,469,493,325,241,287.0,308.266893453
1293,1293,17785,0,371,2,5,1.0,4,False,False,4,19,19,34,2,1,1,2.0,1,89,13,13,1,1,5,30.0,5,4,4,14,14,2,1,1,5.0,1,30.0,15.0,0.019625456,0.002680988,60.0,30.0,0.009812728,0.001435527,2,-56,125,203,139,204,204,224,186,150,67.0,100.94895662
3015,3016,31061,0,851,2,25,1.0,9,True,False,3,30,30,72,8,2,2,2.0,73,0,5,5,2,2,4,65.0,4,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.036805278,0.023933415,110.0,120.0,0.029257026,0.019313917,2,-70,194,338,245,325,349,372,326,255,101.0,135.707900399
1407,1407,19223,0,1283,2,9,1.0,5,False,False,3,33,33,25,2,1,3,2.0,2,20,2,2,1,1,2,30.0,1,4,4,3,3,5,1,1,2.0,1,30.0,30.0,0.007548252,0.012114341,60.0,60.0,0.007548252,0.007419328,2,-55,53,84,56,73,76,79,83,57,75.0,74.8857119091
4277,4293,40133,1,208,2,1,1.0,5,True,False,1,22,22,3,10,2,2,3.0,191,120,3,3,1,2,7,47.0,7,4,4,4,4,2,2,1,10.0,2,37.0,25.0,0.018475073,0.001266614,74.0,50.0,0.011096774,0.000705798,1,-138,303,463,349,501,537,578,440,353,142.0,137.126778728
614,614,16056,0,960,2,7,1.0,4,False,False,4,19,19,13,2,1,1,2.0,6,93,2,2,1,1,5,35.0,5,4,4,3,3,2,1,1,5.0,1,35.0,45.0,0.060114281,0.008219141,70.0,90.0,0.060114281,0.003524128,2,-62,52,76,51,71,74,85,85,55,90.0,95.1739087331
1530,1531,19566,0,469,2,5,5.0,5,False,False,4,47,47,34,2,2,1,2.0,6,38,0,0,1,1,25,50.0,25,4,4,1,1,2,1,1,25.0,1,50.0,50.0,0.046233045,0.001713302,100.0,100.0,0.026418883,0.001713302,2,-3,77,64,27,75,59,69,85,46,94.0,82.214967968
3079,3080,31160,0,271,2,15,1.0,5,True,False,4,19,19,72,9,3,2,2.0,61,88,5,5,2,2,4,60.0,4,4,4,3,3,2,2,1,5.0,2,50.0,55.0,0.035854198,0.003443664,100.0,110.0,0.024057789,0.002119549,2,50,288,342,245,346,381,404,324,258,145.0,173.550023692
1325,1325,18360,0,10,2,23,1.0,12,True,False,4,49,49,55,2,1,0,1.0,1,0,10,10,2,1,1,25.0,1,4,4,11,11,2,1,1,1.0,1,25.0,38.9047501237,0.513148451,0.634811871,50.0,77.8095002474,0.513148451,0.424973694,2,-134,111,88,37,93,214,235,81,2,327.0,302.432872104
626,626,16123,0,169,2,26,1.0,5,False,False,4,47,47,7,2,1,1,2.0,1,45,2,2,1,1,2,25.0,2,4,4,3,3,2,1,1,2.0,1,25.0,30.0,0.084540425,0.078322024,50.0,60.0,0.084540425,0.036036715,2,-67,58,82,56,64,85,91,78,56,96.0,105.683691392
928,928,16876,0,1142,2,1,3.0,3,False,False,1,21,21,9,2,2,1,2.0,1,103,1,1,1,2,4,28.0,4,4,4,2,2,2,1,1,4.0,2,19.0,19.0,0.023309003,0.001289241,38.0,38.0,0.015534303,0.000674814,2,-16,106,126,92,115,131,144,119,93,83.0,115.461752642
2138,2139,26799,0,29,2,7,1.0,5,True,False,4,44,44,3,8,3,2,2.0,164,41,5,5,1,2,5,60.0,1,4,4,3,3,2,2,1,5.0,2,50.0,55.0,0.036563734,0.001301433,100.0,110.0,0.028260656,0.000750315,2,-188,191,278,236,325,338,361,312,204,349.0,288.210152942
2766,2767,29843,0,523,2,5,2.0,11,True,False,4,0,0,0,8,2,0,2.12111947319,0,0,5,5,5,2,2,105.0,1,4,4,6,6,2,2,1,10.0,2,85.0,95.0,0.077746998,0.041030532,170.0,190.0,0.059631192,0.035197953,2,-306,207,317,229,408,522,559,354,243,378.0,365.858329741
1346,1346,19142,0,1226,2,27,1.0,4,False,False,4,49,49,67,2,1,6,2.0,1,62,7,7,2,1,2,20.0,2,4,4,8,8,7,1,1,4.0,1,25.0,20.0,0.067707822,0.028145923,50.0,40.0,0.067707822,0.022565953,2,-305,37,11,32,45,206,223,58,0,406.0,422.106486848
255,255,15430,0,795,2,13,2.0,5,False,False,2,21,21,34,2,2,1,2.0,1,0,0,0,1,1,10,35.0,10,4,4,1,1,2,1,1,10.0,1,35.0,35.0,0.033967135,0.000656698,70.0,70.0,0.018870631,0.000656698,2,-36,77,54,28,93,85,90,74,48,156.0,128.311041437
3458,3473,33223,1,191,2,5,1.0,1,True,False,4,19,19,3,8,2,2,3.0,233,90,5,5,1,1,5,57.0,1,4,4,3,3,2,2,1,1.0,1,57.0,62.0,0.041062492,0.003452314,114.0,124.0,0.028532393,0.002118794,2,-71,224,356,260,339,380,403,339,275,101.0,103.619094557
3551,3566,33485,0,311,2,26,1.0,11,True,False,4,47,47,3,8,2,2,2.0,221,38,10,10,1,2,4,45.0,1,4,4,11,11,2,2,1,4.0,2,25.0,20.0,0.117672962,0.021215249,50.0,40.0,0.102552727,0.015155425,1,-85,217,361,264,333,349,372,305,277,101.0,122.26670932
2869,2870,30097,1,191,2,7,1.0,1,True,False,4,19,19,3,8,2,2,3.0,237,87,5,5,1,2,5,67.0,5,4,4,3,3,2,2,1,5.0,2,57.0,62.0,0.045138548,0.002290663,114.0,124.0,0.03260845,0.001396036,2,-43,224,321,236,347,360,383,325,251,133.0,155.179951062
3872,3887,35926,0,337,2,26,1.0,5,True,False,4,44,44,3,8,2,2,2.0,221,37,10,10,2,2,1,25.0,1,4,4,11,11,2,2,1,4.0,2,25.0,20.0,0.131749208,0.021215249,50.0,40.0,0.116628974,0.015155425,1,-28,283,397,295,381,419,441,374,308,106.0,105.429778132
4097,4113,38201,0,767,2,5,8.0,11,True,False,4,47,47,3,7,1,2,2.0,221,41,5,5,2,1,79,60.0,79,4,4,6,6,2,2,1,80.0,1,50.0,55.0,0.032846974,0.001509441,100.0,110.0,0.021050566,0.000917607,2,-54,285,436,326,460,457,479,423,336,62.0,44.2591301465
3598,3613,33805,1,191,2,7,1.0,1,True,False,4,19,19,3,8,2,2,2.0,232,88,5,5,1,2,5,60.0,5,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.041062492,0.00247669,110.0,120.0,0.028532393,0.00150491,2,-95,224,363,268,380,397,419,357,282,117.0,121.255484173
1853,1854,24200,0,845,2,25,1.0,5,True,False,3,30,30,72,9,2,2,2.0,22,0,5,5,1,2,5,65.0,5,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.036050453,0.015571849,110.0,120.0,0.024728074,0.011396538,2,-10,196,284,194,293,310,333,265,209,294.0,214.369423525
1415,1415,19235,0,1485,2,1,1.0,5,False,False,1,21,21,11,2,2,3,2.0,1,103,1,1,2,1,47,28.0,8,4,4,2,2,2,1,1,5.0,1,28.0,28.0,0.021874835,0.000953495,56.0,56.0,0.014583223,0.000492297,2,-97,60,88,64,95,108,119,103,52,137.0,121.237813824
2327,2328,27877,0,1469,2,0,5.0,11,True,False,1,21,21,3,8,3,4,2.0,159,103,3,3,2,2,19,80.0,19,4,4,4,4,5,2,1,25.0,2,37.0,25.0,0.039648094,0.002250246,74.0,50.0,0.017853372,0.000998762,1,-30,215,287,199,292,342,365,283,254,187.0,187.43425819
1569,1570,19664,1,560,2,5,1.0,3,False,False,4,19,19,1,11,2,1,2.0,1,87,2,2,1,2,1,54.0,1,4,4,3,3,2,1,1,1.0,0,46.0,51.0,0.050784641,0.010481654,92.0,102.0,0.050784641,0.005786641,2,-5,54,17,28,17,63,44,22,0,147.0,134.361702936
2334,2335,27883,0,788,2,1,9.0,11,True,False,1,21,21,73,8,4,4,2.0,157,102,3,3,2,2,33,60.0,33,4,4,4,4,5,2,1,45.0,2,50.0,30.0,0.018475073,0.00058778,100.0,60.0,0.012316716,0.000340641,1,-16,211,290,202,289,328,351,267,217,167.0,198.510738647
4104,4120,38224,0,176,2,7,1.0,11,True,False,4,19,19,3,8,1,2,3.0,221,100,5,5,1,2,10,60.0,10,4,4,6,6,2,2,1,10.0,1,50.0,55.0,0.032846974,0.00314987,100.0,110.0,0.021050566,0.001936438,2,-116,286,435,326,460,494,522,423,336,120.0,137.300372886
2052,2053,26171,0,241,2,1,1.0,3,True,False,1,22,22,3,2,1,2,3.0,0,122,6,6,1,1,2,12.0,2,4,4,7,7,2,2,1,2.0,1,12.0,0.0,0.004827862,0.003415752,24.0,0.0,0.004230041,0.001046824,2,-1,168,251,170,255,261,283,219,182,28.0,50.6309102582
2970,2971,30638,1,271,2,7,1.0,5,True,False,4,19,19,3,8,1,2,2.0,227,87,5,5,2,2,4,65.0,3,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.079483096,0.005006655,110.0,120.0,0.063603234,0.003073742,2,-111,223,334,243,376,408,430,328,256,187.0,187.851100405
3153,3165,31513,0,1335,2,9,1.0,1,True,False,3,34,34,3,8,2,2,2.0,269,21,5,5,1,2,5,65.0,2,0,0,3,3,2,2,1,5.0,2,55.0,60.0,0.031491308,0.000826444,110.0,120.0,0.020923755,0.00056428,2,1,261,342,242,350,380,401,328,256,133.0,163.422957096
3187,3199,31532,0,314,2,26,1.0,11,True,False,4,44,44,72,8,1,2,2.0,61,39,10,10,2,2,1,45.0,1,4,4,11,11,3,2,1,4.0,2,25.0,20.0,0.117672962,0.026483284,50.0,40.0,0.102552727,0.019771026,1,-143,210,341,243,391,420,442,309,256,190.0,215.848792307
3972,3987,36589,1,211,2,1,1.0,5,True,False,1,22,22,3,8,2,2,2.0,42,122,3,3,1,2,5,47.0,5,4,4,4,4,2,2,1,5.0,2,37.0,25.0,0.018475073,0.001266614,74.0,50.0,0.011096774,0.000705798,1,-112,258,409,304,429,459,480,388,317,120.0,109.158354178
3959,3974,36554,1,211,2,1,1.0,1,True,False,1,22,22,3,8,1,2,2.0,42,122,3,3,1,2,5,47.0,5,4,4,4,4,2,2,1,5.0,2,37.0,25.0,0.018475073,0.001266614,74.0,50.0,0.011096774,0.000705798,1,-234,257,410,304,463,532,565,388,317,245.0,233.118039549
449,449,15768,0,1249,2,9,2.0,5,False,False,3,39,39,27,2,1,1,2.0,2,27,2,2,2,1,2,30.0,2,4,4,3,3,2,1,1,4.0,1,30.0,30.0,0.019670745,0.009007646,60.0,60.0,0.019670745,0.004312618,2,-132,30,46,34,48,71,79,0,30,134.0,162.999023151
2872,2873,30105,0,1171,2,9,1.0,1,True,False,3,30,30,32,8,2,2,2.0,218,17,5,5,1,2,5,65.0,4,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.031491308,0.005061102,110.0,120.0,0.020923755,0.003785878,2,23,246,321,225,354,337,360,308,239,99.0,153.829593219
3423,3438,32839,0,1229,2,27,1.0,1,True,False,4,49,49,3,8,2,2,2.0,51,69,10,10,1,2,4,45.0,4,4,4,11,11,2,2,1,5.0,2,25.0,20.0,0.061918313,0.037167594,50.0,40.0,0.047629471,0.029362701,2,-56,261,410,264,354,422,444,332,282,163.0,148.72034447
2737,2738,29817,0,918,2,23,1.0,12,True,False,4,45,45,42,13,2,2,1.0,87,70,10,10,1,2,1,45.0,1,4,4,11,11,2,2,1,1.0,2,25.0,20.0,0.102346752,0.35779425,50.0,40.0,0.085174478,0.28926714,2,-57,253,427,230,312,408,430,292,244,207.0,180.489352062
1906,1907,24839,0,854,2,25,1.0,5,True,False,3,30,30,72,13,2,4,2.0,221,0,5,5,2,2,4,65.0,4,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.036050453,0.022912486,110.0,120.0,0.026630234,0.016979244,2,-102,191,410,194,322,367,390,265,209,340.0,236.345757163
1801,1802,23056,0,1031,2,7,1.0,4,True,False,4,19,19,72,9,2,2,2.0,0,93,5,5,1,2,10,50.0,9,4,4,3,3,2,2,1,10.0,2,40.0,45.0,0.031702659,0.00283021,80.0,90.0,0.024154407,0.002242477,2,124,206,225,160,263,275,298,216,169,223.0,166.640763089
3214,3226,31695,1,1425,2,25,1.0,5,True,False,3,37,37,3,8,2,2,2.0,81,23,5,5,1,1,1,60.0,1,4,4,3,3,2,2,1,1.0,1,60.0,65.0,0.024233513,0.030720481,120.0,130.0,0.021304187,0.023747103,2,-68,194,351,257,325,340,363,303,269,90.0,81.5157052933
4066,4082,37340,1,207,2,1,2.0,5,True,False,1,22,22,3,8,1,2,3.0,191,120,3,3,1,2,10,49.0,10,4,4,4,4,2,2,1,10.0,2,37.0,25.0,0.018475073,0.001266614,74.0,50.0,0.011096774,0.000705798,1,-181,273,423,315,472,511,551,402,326,189.0,195.513938869
3856,3871,35839,1,196,2,1,1.0,5,True,False,1,22,22,3,7,1,2,2.0,203,120,3,3,1,0,5,48.1282840237,5,4,4,4,4,2,2,1,5.0,2,37.0,25.0,0.018475073,0.001266614,74.0,50.0,0.011096774,0.000705798,1,-208,247,393,291,464,500,531,356,305,219.0,178.496468777
3295,3310,32133,1,191,2,1,1.0,5,True,False,1,22,22,32,8,2,2,2.0,216,120,3,3,1,2,5,47.0,5,4,4,4,4,2,2,1,5.0,2,37.0,25.0,0.018475073,0.001266614,74.0,50.0,0.011096774,0.000705798,1,-138,224,382,279,410,431,453,355,294,193.0,168.707286563
544,544,15905,0,917,2,8,1.0,4,False,False,4,22,22,13,0,1,1,1.0,1,133,21,21,1,1,5,40.0,2,4,4,24,24,2,1,1,5.0,1,40.0,40.0,0.012143326,0.019107344,80.0,80.0,0.0080955,0.012738279,2,66,90,64,33,53,42,45,77,44,61.0,41.8762726447
3371,3386,32743,0,992,2,5,1.0,5,True,False,4,19,19,3,8,2,2,2.0,225,94,5,5,2,1,4,60.0,4,4,4,3,3,2,2,1,5.0,1,50.0,55.0,0.035854198,0.00211881,100.0,110.0,0.024057789,0.001288509,2,-62,217,348,253,364,367,390,342,263,98.0,88.2026770401
3862,3877,35923,0,331,2,26,1.0,5,True,False,4,44,44,3,8,2,2,2.0,221,37,10,10,2,2,2,25.0,2,4,4,11,11,2,2,1,4.0,2,25.0,20.0,0.127083167,0.021215249,50.0,40.0,0.113039765,0.015155425,1,-54,283,397,295,381,451,473,374,308,132.0,138.958777328
1934,1935,25016,0,1242,2,9,3.0,5,True,False,3,0,0,0,14,1,0,2.12111947319,0,0,5,5,1,1,3,48.1282840237,3,4,4,3,3,0,2,2,1.0,1,9.0,38.9047501237,0.063405318,0.004897457,18.0,77.8095002474,0.0,0.0,2,-2,152,240,165,250,254,275,213,174,12.0,55.5801936232
3240,3252,31720,0,1174,2,3,1.0,5,True,False,4,0,0,3,8,2,2,2.0,0,0,5,5,1,1,1,60.0,1,4,4,3,3,2,2,1,1.0,1,60.0,0.0,0.034766495,0.05432395,120.0,0.0,0.024816389,0.033022221,2,-35,205,345,255,319,331,354,298,265,73.0,60.1807519055
3942,3957,36249,1,191,2,1,1.0,5,True,False,1,22,22,3,8,2,2,3.0,191,122,3,3,1,2,5,84.0,5,4,4,4,4,2,2,1,5.0,2,37.0,25.0,0.018475073,0.001266614,74.0,50.0,0.011096774,0.000705798,1,-172,249,402,301,429,485,509,386,312,178.0,208.721106415
392,392,15679,0,1283,2,9,1.0,5,False,False,3,33,33,25,2,1,1,2.0,2,20,2,2,1,2,2,36.0,2,4,4,3,3,2,1,1,2.0,2,36.0,36.0,0.019670745,0.004362653,72.0,72.0,0.019670745,0.004362588,2,-52,42,20,17,17,22,30,18,10,155.0,144.580972712
750,750,16438,0,1282,2,1,9.0,5,False,False,1,22,22,17,2,2,1,2.0,1,122,1,1,2,2,46,28.0,28,4,4,2,2,2,1,1,54.0,2,19.0,19.0,0.023309003,0.00120301,38.0,38.0,0.015534303,0.000645225,2,-120,59,101,85,91,127,139,100,72,119.0,151.147929743
154,154,15229,0,661,2,15,1.0,5,False,False,4,47,47,15,2,1,3,2.0,1,38,2,2,1,1,6,30.0,6,4,4,3,3,5,1,1,6.0,1,30.0,35.0,0.050784641,0.007216582,60.0,70.0,0.050784641,0.002521569,2,4,89,105,71,97,86,89,105,77,45.0,70.5981852888
916,916,16860,1,199,2,1,16.0,4,False,False,1,22,22,13,2,2,1,3.0,9,120,3,3,1,2,70,49.0,12,4,4,4,4,2,2,1,70.0,2,37.0,25.0,0.018475073,0.00102497,74.0,50.0,0.011096774,0.000542855,1,-960,73,124,301,429,472,491,386,312,942.0,897.064064523
2447,2448,28549,0,496,2,11,1.0,11,True,False,4,49,49,3,8,2,2,2.0,103,66,10,10,1,2,5,45.0,2,4,4,11,11,2,2,1,5.0,2,25.0,20.0,0.018840437,0.013222424,50.0,40.0,0.014492644,0.009435315,2,-110,207,290,216,343,364,387,273,226,227.0,205.498000991
2954,2955,30627,1,240,2,1,1.0,1,True,False,1,22,22,32,8,2,2,3.0,42,120,3,3,1,2,6,47.0,6,4,4,4,4,2,2,1,5.0,2,37.0,25.0,0.018475073,0.001266614,74.0,50.0,0.011096774,0.000705798,1,-252,224,383,285,439,508,535,362,299,330.0,295.838685949
140,140,15204,0,1082,2,1,1.0,4,False,False,1,16,14,14,2,2,3,2.0,1,34,1,1,1,2,6,35.0,6,4,4,2,2,5,1,1,6.0,2,28.0,28.0,0.023309003,0.000434175,56.0,56.0,0.015534303,0.000246224,2,11,106,101,92,120,113,123,105,72,104.0,126.454444085
419,419,15724,0,55,2,7,16.0,5,False,False,4,19,19,25,2,2,1,2.0,2,89,2,2,1,2,5,61.0,5,4,4,3,3,2,1,1,5.0,2,35.0,35.0,0.060114281,0.007578294,70.0,70.0,0.060114281,0.002883281,2,-48,42,32,30,49,37,40,51,19,126.0,153.018935529
3350,3365,32714,0,1101,2,2,1.0,1,True,False,4,47,47,3,8,2,2,2.0,221,45,5,5,1,2,5,80.0,1,4,4,3,3,2,2,1,1.0,2,60.0,70.0,0.065801889,0.01220745,120.0,140.0,0.007622613,0.007622613,2,-25,261,371,275,405,397,419,383,288,139.0,145.364646975
2961,2962,30633,0,1200,2,3,1.0,5,True,False,4,47,47,3,8,2,2,2.0,223,54,5,5,2,2,4,80.0,3,4,4,3,3,2,2,1,5.0,2,60.0,70.0,0.089144859,0.066910609,120.0,140.0,0.063631766,0.041388061,2,272,316,329,230,356,369,392,330,245,133.0,52.6115389138
3698,3713,34725,0,385,0,5,1.0,11,True,False,4,5,4,1,1,2,2,2.0,0,5,17,17,1,1,3,40.0,3,4,4,20,20,2,2,2,3.0,1,40.0,30.0,0.013442815,0.008707097,80.0,60.0,0.013442815,0.004166334,1,-14,278,373,292,386,397,0,364,306,122.0,-53.831894505
1244,1244,17649,0,181,2,1,1.0,5,False,False,1,22,22,13,2,2,1,3.0,9,122,21,21,1,1,5,20.0,5,4,4,24,24,2,1,1,5.0,1,20.0,20.0,0.007010817,0.0015409,40.0,40.0,0.004673878,0.001027317,2,-40,121,195,134,187,181,199,177,145,61.0,72.2892532804
3692,3707,34581,0,779,2,1,2.0,5,True,False,1,22,22,3,8,2,2,2.0,180,124,3,3,1,2,10,47.0,5,4,4,4,4,2,2,1,10.0,2,37.0,25.0,0.018475073,0.00058778,74.0,50.0,0.011096774,0.000352371,1,-120,248,371,266,412,448,470,338,286,168.0,180.236070011
